ESTACION,MAGNITUD,count,promedio,desv_std,min,max
4,1,1461,7.329911019849418,16.37904990989957,1.0,610.0
4,6,1461,0.41149897330595486,0.1729019384135538,0.1,1.3
4,7,1461,31.939767282683093,37.66796811071235,0.0,239.0
4,8,1461,44.39835728952772,17.766062692702167,0.0,105.0
4,12,1461,93.34154688569473,72.43653135016795,0.0,467.0
8,1,1461,8.375770020533881,4.364607206567522,0.0,24.0
8,6,1461,0.36262833675564676,0.16171069039571614,0.0,1.3
8,7,1461,28.396988364134156,29.909609794297285,0.0,230.0
8,8,1461,55.79260780287474,19.074047493485697,0.0,148.0
8,9,1461,10.772073921971252,6.147006210622852,0.0,84.0
8,10,1461,20.474332648870636,13.037939566246832,0.0,233.0
8,12,1461,99.30937713894593,61.952357753253565,0.0,501.0
8,14,1461,43.51266255989049,21.045433821977472,0.0,103.0
8,20,1461,2.978097193702943,2.369885135387468,0.0,35.3
8,30,1461,0.7534565366187542,0.4418633059641702,0.0,3.6
8,35,1461,0.5885010266940451,0.8300960570131679,0.0,13.9
8,42,1461,1.577611225188227,0.2580081276938782,-0.01,3.09
8,43,1461,1.4630116358658454,0.22615176865824768,-0.05,2.77
8,44,1461,0.11568788501026694,0.07223550561140087,0.0,1.31
11,7,1461,21.675564681724847,25.685535315115924,1.0,194.0
11,8,1461,42.93223819301848,19.28070032941076,9.0,119.0
11,12,1461,76.20123203285421,56.277570642176514,11.0,385.0
11,20,1461,2.767624914442163,5.628113059932151,0.0,195.0
11,30,1461,0.7365503080082135,0.7265739709828836,0.0,4.2
11,35,1461,0.38898015058179325,0.6209761319527877,0.0,17.8
16,6,1461,0.31423682409308695,0.14113986567994646,0.1,1.2
16,7,1461,15.732375085557837,22.400837170303397,1.0,179.0
16,8,1461,37.69952087611225,17.539448486053974,6.0,110.0
16,12,1461,61.80287474332649,49.65531347311933,9.0,384.0
16,14,1461,45.2621492128679,23.059372397741424,0.0,108.0
17,1,1461,8.137577002053389,7.523449506790359,1.0,234.0
17,7,1461,32.38809034907597,50.75972781302226,1.0,306.0
17,8,1461,41.7782340862423,23.17884823222593,1.0,148.0
17,12,1461,91.43121149897331,98.62594457333896,1.0,591.0
17,14,1461,45.37303216974675,24.211393466875634,1.0,112.0
18,1,1461,6.655715263518139,3.995701866916567,0.0,20.0
18,6,1461,0.4143737166324435,0.1893719829104906,0.0,1.3
18,7,1461,17.815879534565365,25.90329052449585,0.0,160.0
18,8,1461,36.09445585215606,18.98115440814992,0.0,97.0
18,10,1461,18.223134839151268,13.584117893082928,0.0,209.0
18,12,1461,63.40177960301163,56.31389008059137,0.0,336.0
18,14,1461,50.086926762491444,26.86381127782615,0.0,169.0
18,20,1461,2.6145790554414785,7.444282510764993,0.0,185.5
18,30,1461,0.4082819986310746,0.5796490363606338,0.0,15.1
18,35,1461,0.27159479808350445,0.2732743918357435,0.0,3.3
24,1,1461,3.619438740588638,1.4796352613701522,0.0,33.0
24,6,1461,0.24113620807665984,0.11603528600833496,0.0,0.8
24,7,1461,8.08829568788501,13.861289594284454,0.0,115.0
24,8,1461,21.55373032169747,14.842299607894715,0.0,81.0
24,9,1278,9.81377151799687,24.260910124711163,0.0,850.0
24,10,1461,16.195071868583163,11.997414233893311,0.0,185.0
24,12,1461,34.021218343600275,34.025698811494124,0.0,240.0
24,14,1461,57.91649555099247,26.584935126037646,0.0,116.0
24,20,1461,1.3784394250513348,1.3878264374452585,0.0,10.9
24,30,1461,0.31957563312799453,0.26063691337055156,0.0,3.8
24,35,1461,0.17337440109514032,0.20609590832046853,0.0,4.5
24,42,1461,1.239308692676249,0.13906242261405388,0.0,2.11
24,43,1461,1.1695140314852839,0.1392360638666029,-0.08,1.97
24,44,1461,0.0705201916495551,0.03468848309080879,0.0,0.44
27,7,1461,16.882956878850102,21.70365453770344,1.0,176.0
27,8,1461,37.36618754277892,17.04468522123042,5.0,99.0
27,12,1461,63.23682409308692,48.0966781729941,7.0,369.0
27,14,1461,48.73169062286105,23.966512349414344,0.0,105.0
35,1,1461,9.91854893908282,4.937923370005711,0.0,48.0
35,6,1461,0.41581108829568786,0.4516368736693086,0.0,14.9
35,7,1461,21.34223134839151,25.84960300595774,0.0,172.0
35,8,1461,43.26009582477755,16.38465627838053,0.0,96.0
35,12,1461,75.98083504449008,52.65034222645184,0.0,354.0
35,14,1461,39.71663244353183,21.52941100543248,0.0,336.0
36,1,1461,8.665982203969884,5.679390722889621,0.0,41.0
36,6,1461,0.29548254620123204,0.15329751002125877,0.0,1.1
36,7,1461,17.967145790554415,24.015069797855148,0.0,181.0
36,8,1461,38.427104722792606,18.53518473201667,0.0,113.0
36,10,1461,21.150581793292265,13.68037470461043,0.0,197.0
36,12,1461,65.88911704312115,52.934490639736474,0.0,388.0
38,1,1461,5.851471594798084,3.8350197206250427,0.0,24.0
38,7,1461,24.722792607802873,30.863494539823233,0.0,254.0
38,8,1461,41.672826830937716,20.42476356270971,0.0,130.0
38,9,1461,9.869952087611225,5.895278520419484,0.0,59.0
38,10,1461,18.61122518822724,12.670350891631369,0.0,243.0
38,12,1461,79.56399726214921,65.5428400437245,0.0,519.0
38,20,1461,2.458179329226557,2.7034471598130407,0.0,26.0
38,30,1461,0.5012320328542094,0.5179237940062716,0.0,5.5
38,35,1461,1.06652977412731,2.2549205413748536,0.0,24.8
39,6,1461,0.36297056810403827,0.18840845263305228,0.1,1.4
39,7,1461,25.90075290896646,39.44278506841634,1.0,319.0
39,8,1461,39.37234770704997,20.915017919021484,1.0,125.0
39,12,1461,79.01368925393567,78.81778763764189,0.0,615.0
39,14,1461,51.51813826146475,24.207108224369765,1.0,108.0
40,1,1461,6.926078028747433,3.210429965987435,1.0,18.0
40,7,1461,15.30527036276523,20.693653474484865,1.0,163.0
40,8,1461,38.78713210130048,18.3740585087942,8.0,111.0
40,10,1461,22.54688569472964,117.45333097771301,1.0,4481.0
40,12,1461,62.25325119780972,47.992096217543775,11.0,361.0
47,7,1461,20.127310061601644,30.14969865508032,0.0,192.0
47,8,1461,37.4715947980835,19.017585070321932,0.0,105.0
47,9,1461,10.702258726899384,6.15159421069161,0.0,48.0
47,10,1461,17.6694045174538,11.570194418925428,0.0,212.0
47,12,1461,68.91991786447639,67.18302353237871,0.0,1005.0
48,7,1461,14.750171115674195,21.81632247516899,0.0,300.0
48,8,1461,37.652977412731005,17.609793732665466,0.0,114.0
48,9,1461,9.524298425735797,5.4328016565717006,0.0,55.0
48,10,1461,16.809034907597535,11.716974010313827,0.0,241.0
48,12,1461,60.168377823408626,47.06655575444118,0.0,362.0
49,7,1461,10.438056125941136,18.991195582253994,1.0,174.0
49,8,1461,29.488021902806295,15.753908851397783,4.0,88.0
49,12,1461,45.52703627652293,42.297982254306966,6.0,355.0
49,14,1461,49.74469541409993,23.042036799202325,2.0,106.0
50,7,1461,23.338809034907598,21.68272605706123,1.0,171.0
50,8,1461,40.25598904859685,17.184818485134006,1.0,113.0
50,9,1461,9.378507871321013,5.1423360415095285,1.0,54.0
50,10,1461,16.916495550992472,11.673580182864537,2.0,257.0
50,12,1461,76.02600958247776,48.05096475045242,3.0,349.0
54,7,1461,37.33538672142368,647.473571503013,1.0,24742.0
54,8,1461,37.50034223134839,19.05369575175919,4.0,116.0
54,12,1461,68.80424366872005,62.946933584824976,10.0,418.0
54,14,1461,50.93360711841205,23.384612665469405,0.0,105.0
55,7,1461,22.15879534565366,28.52267974643469,1.0,245.0
55,8,1461,42.12457221081451,18.85745606431462,6.0,119.0
55,10,1461,21.937713894592743,14.075562519828274,1.0,194.0
55,12,1461,76.08555783709788,60.22863007177041,8.0,494.0
55,20,1461,1.9927446954141,2.0232286508983655,0.0,40.6
55,30,1461,0.46913073237508557,0.43263907893689774,0.0,10.3
55,35,1461,0.3895277207392197,1.2743437134804718,0.0,35.7
55,42,1461,1.3857700205338808,0.21641863719484405,0.0,2.07
55,43,1461,1.2462422997946612,0.2076352014159353,-0.14,1.78
55,44,1461,0.14061601642710472,0.07244953645358579,0.0,0.75
56,6,1461,0.3705681040383299,0.18696279842698507,0.0,1.1
56,7,1461,41.204654346338124,38.786664566384616,0.0,222.0
56,8,1461,55.11362080766598,21.91148349306989,0.0,142.0
56,9,365,11.813698630136987,6.503027931015215,0.0,44.0
56,10,365,20.002739726027396,10.412771804332616,0.0,70.0
56,12,1461,118.2861054072553,78.49882822587509,0.0,477.0
56,14,1461,44.336755646817245,21.565515284058556,0.0,93.0
57,1,1461,8.809034907597535,4.405609806438701,0.0,34.0
57,6,1461,0.3136208076659822,0.11353276615762527,0.0,0.9
57,7,1461,14.371663244353183,22.190939574926173,0.0,150.0
57,8,1461,32.789869952087614,17.60947149555997,0.0,108.0
57,10,1461,17.40041067761807,12.891187383635206,0.0,229.0
57,12,1461,54.79260780287474,49.555021034215635,0.0,338.0
58,7,1461,5.16290212183436,7.154136139373314,0.0,63.0
58,8,1461,16.718001368925393,9.271986700411134,0.0,60.0
58,12,1461,24.67624914442163,18.975107447226097,0.0,158.0
58,14,1461,56.51471594798083,25.269003883516078,0.0,123.0
59,7,1461,11.34154688569473,18.486473546375695,0.0,366.0
59,8,1461,24.8870636550308,14.498000936904829,0.0,143.0
59,12,1461,42.26899383983573,39.86615694378378,0.0,704.0
59,14,1461,54.81930184804928,24.992961963949522,0.0,115.0
60,7,1461,12.326488706365502,19.5931086726148,1.0,151.0
60,8,1461,31.125941136208077,18.101896268467062,3.0,101.0
60,10,1461,17.033538672142367,12.2050224504983,1.0,215.0
60,12,1461,50.02395619438741,45.93384284880108,6.0,328.0
60,14,1461,60.71800136892539,26.309951976182692,4.0,119.0
